DAUID,Median_income_2020,Population_2021,Total_households
35390272,67000,834,305
35390273,83000,627,235
35390274,98000,400,150
35390275,132000,338,125
35390276,125000,422,145
35390277,132000,347,105
35390278,145000,551,195
35390280,108000,584,240
35390281,70500,441,200
35390282,105000,393,135
35390283,54000,444,220
35390284,59600,752,350
35390285,58400,545,265
35390286,110000,451,180
35390287,58400,656,340
35390288,42800,748,425
35390289,50800,1269,700
35390290,72000,381,160
35390291,66500,559,280
35390292,86000,506,205
35390293,81000,278,110
35390296,111000,826,315
35390297,80000,365,160
35390298,128000,943,335
35390299,53600,1294,675
35390300,68000,435,170
35390301,78500,512,220
35390303,63200,1070,510
35390305,,222,110
35390306,64500,422,200
35390307,83000,416,200
35390308,60400,509,245
35390311,73000,594,295
35390312,56800,671,390
35390313,72000,458,230
35390314,54400,494,250
35390315,27000,654,365
35390316,70000,569,255
35390321,34800,629,380
35390323,44000,1088,540
35390324,60000,433,195
35390325,65000,669,310
35390326,26000,606,375
35390327,62400,813,250
35390328,68000,631,360
35390329,117000,343,150
35390330,43600,414,200
35390333,68000,916,405
35390334,105000,482,170
35390335,100000,370,140
35390336,127000,614,245
35390337,119000,529,190
35390338,68000,323,125
35390339,100000,445,150
35390340,97000,535,190
35390341,87000,382,160
35390342,106000,351,120
35390343,123000,298,100
35390344,116000,295,105
35390345,92000,608,220
35390346,91000,412,155
35390347,86000,352,110
35390348,63200,977,290
35390349,55600,1003,425
35390350,78000,741,300
35390351,89000,575,215
35390352,82000,885,320
35390353,101000,622,225
35390354,77000,427,140
35390355,104000,5721,1830
35390360,102000,343,130
35390361,98000,940,355
35390364,236000,517,170
35390365,156000,579,190
35390366,172000,443,140
35390367,158000,343,115
35390368,83000,412,150
35390374,109000,369,150
35390375,67000,612,255
35390376,157000,347,115
35390379,122000,531,180
35390394,144000,1723,610
35390395,147000,549,185
35390396,109000,428,175
35390399,112000,447,155
35390400,116000,1032,395
35390401,139000,386,140
35390402,170000,438,150
35390405,104000,492,195
35390406,66500,499,200
35390407,123000,931,315
35390408,140000,289,105
35390409,87000,486,190
35390410,50800,1050,490
35390411,99000,778,305
35390412,110000,356,150
35390413,107000,541,220
35390414,94000,499,230
35390415,148000,519,225
35390416,114000,440,180
35390417,124000,391,150
35390418,116000,402,170
35390419,82000,385,200
35390420,112000,799,300
35390421,106000,396,145
35390422,107000,444,170
35390425,59600,1159,430
35390426,49600,802,400
35390429,94000,557,245
35390430,51600,1163,685
35390434,64000,838,395
35390435,,238,110
35390437,91000,669,330
35390438,148000,710,285
35390439,87000,725,360
35390440,170000,518,205
35390441,148000,736,280
35390442,56800,519,305
35390443,65500,815,485
35390444,128000,287,100
35390445,145000,404,130
35390446,125000,857,315
35390448,115000,357,140
35390449,132000,476,170
35390451,154000,346,115
35390452,106000,403,165
35390453,92000,354,145
35390454,102000,436,170
35390455,94000,489,220
35390456,106000,464,180
35390457,124000,388,155
35390459,194000,1033,320
35390460,113000,6184,2245
35390461,91000,451,185
35390462,107000,425,170
35390463,82000,396,170
35390464,162000,405,140
35390465,138000,349,125
35390466,158000,583,185
35390539,134000,448,155
35390540,162000,486,180
35390541,51600,744,450
35390542,52800,640,335
35390543,52000,630,375
35390544,62800,477,275
35390545,58000,1152,680
35390546,25000,641,490
35390547,57600,779,520
35390548,39600,965,655
35390549,69000,1456,830
35390550,73000,1385,850
35390551,48000,434,190
35390552,60000,388,270
35390553,51200,362,245
35390554,52800,1022,620
35390555,38000,634,375
35390556,58000,669,385
35390557,40800,675,405
35390558,31600,737,395
35390559,42000,1711,970
35390560,62400,467,210
35390561,65500,612,270
35390562,76500,509,220
35390563,68500,431,210
35390564,76500,471,210
35390578,71000,603,210
35390579,74000,616,230
35390580,68500,919,400
35390581,76500,302,125
35390582,72000,706,315
35390584,54800,542,265
35390585,50000,629,295
35390586,59200,434,185
35390587,66000,500,220
35390588,70000,393,175
35390589,50400,512,250
35390590,,165,65
35390592,54000,805,325
35390593,53600,591,280
35390595,63200,1277,445
35390596,83000,562,205
35390597,66000,492,215
35390598,89000,616,220
35390599,79500,419,140
35390600,93000,567,200
35390601,92000,992,330
35390604,58800,1016,400
35390605,63200,705,310
35390606,62000,865,215
35390607,73500,464,205
35390611,83000,568,190
35390616,78500,252,100
35390617,62000,300,140
35390618,77500,605,215
35390619,74000,426,170
35390620,71000,436,175
35390621,54800,1209,555
35390622,48800,1280,660
35390623,62800,333,150
35390624,72000,487,210
35390625,74500,487,230
35390626,47600,477,270
35390627,71500,474,210
35390628,74500,489,215
35390629,73000,517,225
35390630,72500,619,265
35390631,64500,546,260
35390632,62800,488,195
35390633,117000,485,195
35390634,71000,557,265
35390635,114000,564,240
35390636,156000,493,185
35390637,66500,854,415
35390638,62000,521,275
35390639,76500,658,295
35390645,79500,391,150
35390646,57200,515,205
35390648,94000,496,180
35390649,95000,384,130
35390650,75500,500,185
35390651,88000,510,205
35390652,113000,1497,490
35390655,56800,662,325
35390656,50800,436,190
35390657,84000,603,230
35390658,82000,429,170
35390659,80000,791,295
35390660,72000,800,320
35390661,75500,822,325
35390662,60400,318,140
35390663,58800,339,150
35390666,77500,364,160
35390669,56400,2007,940
35390670,61200,1595,690
35390672,44800,3271,1935
35390673,95000,1452,615
35390676,58400,1044,445
35390677,45600,2863,1335
35390678,60400,1230,525
35390679,62000,1066,395
35390680,47200,1541,560
35390681,46000,2728,1320
35390682,70500,1139,370
35390683,66000,880,415
35390684,36000,1118,450
35390685,50000,1408,615
35390688,50000,1256,645
35390689,65000,1763,725
35390690,49200,1635,975
35390691,29600,1144,750
35390692,46000,1213,750
35390693,60400,1176,540
35390694,59600,1311,605
35390696,56800,4152,2110
35390697,70000,399,210
35390698,101000,860,335
35390699,140000,420,135
35390700,146000,544,150
35390701,144000,760,200
35390702,94000,995,375
35390703,94000,623,225
35390704,,42,20
35390705,73500,817,405
35390706,70500,741,380
35390707,116000,1000,345
35390708,137000,695,250
35390709,110000,1330,485
35390711,79000,537,180
35390712,101000,398,150
35390713,113000,1680,635
35390714,101000,830,315
35390715,100000,447,160
35390716,92000,841,330
35390717,107000,531,190
35390718,114000,520,175
35390719,132000,580,205
35390720,150000,1412,425
35390721,115000,1321,500
35390722,156000,911,310
35390723,109000,577,250
35390724,126000,453,170
35390725,102000,523,195
35390726,105000,465,185
35390727,112000,15367,4730
35390728,128000,4374,1715
35390729,110000,1051,350
35390730,81000,853,380
35390731,141000,312,105
35390732,125000,432,165
35390733,107000,428,165
35390734,155000,519,170
35390735,170000,1263,400
35390736,148000,1314,435
35390737,120000,907,310
35390738,141000,765,225
35390739,105000,1386,555
35390740,138000,453,140
35390741,119000,517,200
35390742,115000,585,215
35390743,121000,582,210
35390744,112000,373,140
35390745,166000,868,295
35390746,90000,6534,2190
35390747,99000,431,170
35390748,102000,437,180
35390753,,5,
35390754,,0,
35390755,,0,
35390756,,114,45
35390758,,5,
35390759,90000,404,160
35390760,92000,471,185
35390761,,5,
35390762,104000,487,175
35390763,105000,471,175
35390764,82000,581,245
35390765,95000,1219,480
35390766,94000,471,170
35390767,96000,455,170
35390768,86000,450,180
35390769,75000,510,205
35390770,61600,584,290
35390771,92000,830,310
35390772,79000,415,155
35390773,68500,444,195
35390774,54400,565,295
35390775,70000,540,210
35390776,59600,379,205
35390777,79000,430,185
35390779,70000,503,205
35390780,70500,504,205
35390781,77000,644,250
35390782,73500,601,285
35390783,82000,528,225
35390784,108000,604,215
35390785,117000,489,160
35390786,106000,795,310
35390787,119000,618,210
35390788,121000,1123,415
35390789,123000,935,315
35390790,132000,858,280
35390791,111000,592,170
35390793,68500,508,245
35390794,88000,443,170
35390795,84000,472,190
35390796,96000,445,150
35390797,92000,476,160
35390798,101000,460,165
35390799,100000,511,185
35390800,67500,475,195
35390801,82000,320,135
35390802,56400,444,180
35390803,95000,530,175
35390804,86000,466,185
35390805,60400,474,210
35390806,105000,444,160
35390807,107000,490,180
35390808,112000,407,145
35390809,116000,444,155
35390810,157000,416,140
35390811,113000,503,175
35390812,112000,454,175
35390813,107000,437,160
35390814,104000,455,165
35390815,126000,1134,390
35390816,96000,430,175
35390817,122000,552,190
35390818,103000,716,270
35390819,115000,858,345
35390820,85000,438,185
35390821,108000,451,165
35390822,100000,456,165
35390823,81000,342,130
35390824,105000,461,170
35390825,102000,419,150
35390826,89000,649,245
35390827,84000,395,160
35390828,80000,565,235
35390829,79000,631,265
35390830,60000,482,240
35390831,85000,573,240
35390832,90000,310,120
35390833,70500,464,185
35390834,73000,462,190
35390835,73000,440,185
35390836,92000,354,145
35390837,100000,375,150
35390838,120000,728,220
35390839,99000,601,220
35390840,124000,688,215
35390841,126000,573,175
35390842,113000,3351,1035
35390843,95000,2183,700
35390844,108000,844,285
35390845,70000,1703,650
35390846,97000,514,180
35390847,116000,508,165
35390848,116000,417,135
35390849,123000,494,165
35390850,105000,462,170
35390851,99000,509,190
35390852,87000,410,165
35390853,61600,539,250
35390854,68500,409,150
35390855,52400,796,330
35390856,101000,339,125
35390857,85000,615,210
35390858,85000,387,160
35390859,88000,466,170
35390860,48000,584,250
35390861,89000,419,175
35390862,102000,500,185
35390863,103000,612,240
35390864,,230,85
35390865,137000,408,140
35390866,117000,656,255
35390867,99000,524,205
35390868,138000,481,170
35390869,92000,462,215
35390870,156000,492,165
35390871,121000,1820,695
35390872,124000,512,180
35390873,109000,411,160
35390874,110000,504,200
35390875,106000,456,170
35390876,99000,541,200
35390877,93000,470,135
35390878,105000,466,115
35390879,112000,403,145
35390880,102000,470,175
35390881,115000,507,190
35390882,109000,508,195
35390883,122000,1306,470
35390884,106000,400,155
35390885,108000,422,155
35390886,103000,505,185
35390887,97000,481,175
35390888,109000,472,160
35390889,76500,290,135
35390890,54400,762,370
35390891,57600,648,305
35390892,95000,1055,290
35390893,92000,974,335
35390894,98000,294,110
35390895,114000,313,125
35390896,,224,90
35390897,141000,736,220
35390898,145000,1269,415
35390899,146000,2310,700
35390900,164000,1039,315
35390901,93000,1244,430
35390902,98000,4043,1395
35390903,46000,962,430
35390904,52800,657,315
35390905,148000,560,200
35390906,168000,463,150
35390907,82000,1132,445
35390908,53200,298,100
35390909,139000,607,200
35390910,90000,869,325
35390911,151000,990,310
35390912,176000,600,200
35390913,114000,593,215
35390914,44400,858,430
35390915,87000,812,280
35390916,84000,890,330
35390917,86000,964,305
35390918,89000,1126,360
35390919,69000,415,110
35390920,54000,351,140
35390921,80000,1087,350
35390922,50400,767,335
35390923,154000,977,350
35390924,85000,1210,460
35390925,133000,955,270
35390926,118000,840,270
35390927,98000,3254,1145
35390928,52000,2164,945
35390929,54800,1285,445
35390930,,175,85
35390931,102000,445,145
35390932,107000,502,190
35390933,95000,638,225
35390934,96000,1205,420
35390935,157000,393,145
35390936,162000,667,270
35390937,164000,602,200
35390938,136000,2329,890
35390939,116000,1878,725
35390940,76000,641,385
35390941,98000,356,175
35390942,94000,3056,1000
35390943,81000,3202,1165
35390944,77000,576,240
35390945,101000,559,195
35390946,54000,2547,1310
35390947,49200,775,360
35390948,59600,548,295
35390949,100000,1378,510
35390950,121000,303,115
35390951,103000,1227,415
35390952,107000,481,160
35390953,116000,849,260
35390954,116000,1494,475
35390955,58800,402,190
35390956,114000,438,150
35390957,,5,
35390958,,15,
35400104,64000,400,125
35400105,75000,483,105
35400106,82000,470,175
35400107,83000,486,170
35400108,97000,474,150
35400109,90000,505,175
35400110,79500,499,175
35400111,89000,728,270
35400112,78000,582,165
35400113,91000,532,200
35400114,97000,496,135
35400115,92000,596,235
35400116,76000,448,195
35400117,60000,606,300
35400118,59600,472,230
35400119,78500,468,210
35400120,72000,478,200
35400121,77000,448,185
35400122,86000,489,160
35400123,93000,401,155
35400124,98000,564,210
35400125,67500,564,260
35400126,91000,530,215
35400127,93000,412,150
35400128,88000,449,150
35400129,87000,417,170
35400130,82000,612,265
35400131,63600,506,225
35400132,67500,433,195
35400133,81000,547,225
35400134,61200,430,220
35400135,73000,489,225
35400136,62000,586,200
35400137,64000,468,200
35400138,108000,455,155
35400139,93000,455,180
35400140,75000,573,245
35400141,60800,592,300
35400142,71000,730,345
35400143,80000,596,240
35400144,84000,541,220
35400145,88000,475,170
35400146,94000,417,150
35400147,97000,436,165
35400148,68000,496,190
35400149,76000,438,195
35400150,103000,466,175
35400151,83000,716,325
35400152,104000,630,280
35400153,62000,567,255
35400154,71000,629,235
35400155,70000,518,245
35400156,59600,725,355
35400157,78000,598,265
35400158,101000,550,215
35400159,74500,503,225
35400160,65000,295,120
35400161,61600,298,125
35400162,84000,464,190
35400163,98000,430,160
35400164,87000,334,130
35400165,90000,358,145
35400166,79000,639,300
35400167,83000,363,150
35400168,68000,505,220
35400169,80000,522,220
35400170,91000,439,170
35400171,102000,498,175
35400172,79000,648,315
35400173,67500,405,150
35400174,97000,396,145
35400175,82000,770,385
35400176,111000,446,170
35400177,77500,525,240
35400178,78000,525,260
35400179,59600,746,325
35400180,61200,454,205
35400181,58000,562,270
35400182,64500,518,260
35400183,65000,480,245
35400184,56000,514,275
35400185,82000,507,215
35400186,84000,622,295
35400187,96000,452,155
35400188,116000,527,200
35400189,70000,500,235
